Link,Diện tích,Hướng ban công,Hướng nhà,Khoảng giá,Mặt tiền,Nội thất,Pháp lý,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Đường vào
https://batdongsan.com.vn/ban-dat-duong-so-52-phuong-tan-tao/ban-5x20-mat-52-khu-ten-lua-trong-tien-xay-dung-chu-dinh-cu-nuoc-ngoai-ban-nhanh-pr44295675,100 m²,,Đông - Nam,"8,9 tỷ",5 m,,Sổ đỏ/ Sổ hồng,,,,8 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-d1-phuong-phuoc-long-b-prj-riviera-cove/-don-lap-q9-dt-dat-720m2-san-vuon-sieu-rong-so-hong-san-gia-68-ty-pr42575249,720 m²,,,63 tỷ,12 m,Không nội thất,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,3 tầng,30 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-6-phuong-hiep-binh-phuoc-prj-urban-green/bang-hang-gia-tot-nhat-thi-truong-ng-view-dep-o-ngay-ac-dau-tu-pr43015510,65 m²,,,"3,7 tỷ",,Đầy đủ,Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/booking-by-gamuda-land-ngay-bay-gio-de-nhan-ck-len-den-9-chon-uu-tien-lh-ngay-pkd-cdt-pr44293293,82 m²,,,"5,6 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phong-9-prj-phu-my-hung/-moi-sap-mo-ban-o-khu-trung-tam-ban-nguyet-gan-cresent-mall-va-cau-anh-sao-pr43908158,134 m²,,,Thỏa thuận,,,,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-9-phuong-linh-xuan-prj-happy-one-sora/ban-2pn-2wc-69m2-gia-f0-giai-doan-1-truc-tiep-cdt-chiet-khau-len-den-12-5-pr42932183,69 m²,Nam,Đông,"45,9 triệu/m²",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-eaton-park/chu-nha-ban-goc-2pn-gia-tot-nh-at-quan-2-1pn-view-dep-tang-trung-cao-pr42084024,79 m²,Đông - Bắc,Đông - Nam,11 tỷ,,Đầy đủ,Đã có hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hong-bang-phuong-6-9-prj-d-homme/-kieu-by-kita-so-927-tran-hung-dao-q5-da-co-so-ng-chi-5-4ty-nhan-nha-tra-cham-30thang-pr44227388,110 m²,Tây,Nam,"7,7 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-dat-duong-tran-luu-3-phuong-an-khanh/chinh-chu-b-biet-thu-2-mat-tien-noi-dai-khh-tp-hcm-pr44290860,1.243 m²,,,160 tỷ,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/gia-chuan-ban-3pn-thang-may-rieng-view-truc-dien-song-cau-ba-son-va-thap-tai-chinh-ifc-pr44290244,137 m²,,,70 tỷ,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-lumiere-midtown/full-gio-hang-thang-9-cdt-va-chuyen-nhuong-gia-sieu-tot-lumier-khu-do-thi-the-global-city-pr43939241,76 m²,,,"8,9 tỷ",,Full nội thất cao cấp nhập khẩu từ Mỹ và Châu Âu.,,2 phòng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/tong-hop-100-tu-4-block-2pn-ban-3-5-ty-tim-hop-cho-kh-pr43959642,68 m²,,,"3,7 tỷ",,Cơ bản,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-1-15-prj-kieu-by-kita/gia-ban-12-ty-quan-5-da-co-so-ng-rieng-nhan-nha-o-ngay-pr44286710,90 m²,,,12 tỷ,,Cơ bản,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-kiem-phuong-4-19/-so-675-dt-42m2-1-pn-1pk-thang-may-tang-5-pr43643871,42 m²,Nam,Đông - Nam,"2,7 tỷ",,Cơ bản,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-1-15-prj-kieu-by-kita/gio-hang-tai-du-an-mua-truc-tiep-chu-dau-tu-thanh-toan-3-9-ty-nhan-nha-ngay-pr44285007,90 m²,,,12 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/gio-hang-centery-f0-cdt-gamuda-uu-dai-tot-nhat-ck-len-den-25-tang-bai-dau-o-to-tt-truoc-30-pr42094290,96 m²,,,"5,9 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-melosa-garden/ban-gap-khang-dien-dt-5x16-5x17m-gia-8-5-9-2-ty-dt-6x18-11-5-ty-0902442039-pr33360666,100 m²,,,"8,49 tỷ",6 m,Đẹp.,Sổ hồng,4 phòng,4 phòng,4 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-prj-the-prive/-tang-trung-3pn-2wc-nang-tam-gia-tri-giua-trung-tam-thanh-pho-pr43872608,"98,5 m²",,Nam,"11,2 tỷ",,,,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/ro-hang-moi-nhat-diamond-centery-mua-truc-tiep-tu-cdt-ck-cao-nhat-2pn2wc-7-4ty-3pn3wc-9ty-pr44280757,121 m²,,,"9,08 tỷ",,,Hợp đồng mua bán,3 phòng,3 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-xa-nhon-duc-prj-khai-hoan-prime/xuat-thuong-noi-bo-thanh-toan-15-ky-hdmb-nhan-chiet-khau-uu-dai-15-tai-du-an-prime-pr44280596,46 m²,,,"2,85 tỷ",,,HĐMB,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-1-15-prj-kieu-by-kita/ban-2-png-ngu-chi-5-ty-trung-tam-quan-5-so-ng-rieng-nhan-nha-o-ngay-pr44276403,90 m²,,,Thỏa thuận,,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-7-9/ban-tai-hem-xe-hoi-quay-dau-70m2-gia-9-4ty-tl-pr44331400,70 m²,,,"9,4 tỷ",,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tao-xa-long-thoi/-tho-cu-mt-18m-kdc-thoi-pr42565872,178 m²,,,"4,99 tỷ",6 m,,Sổ đỏ/ Sổ hồng.,,,,18 m
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chi-thanh-phuong-3-17/giam-500-trieu-1-tret-2-lau-quan-10-o-to-vao-tan-gia-3-38-ty-pr44272113,"17,3 m²",,,"3,38 tỷ",,,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-26/ban-tam-vu-p26-binh-thanh-4-05x18m-5-tang-6-phong-cho-thue-35-trieu-th-pr43315144,"66,8 m²",,,"11,8 tỷ",,,Sổ hồng,6 phòng,6 phòng,5 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-chu-van-an-phuong-12-7/hxh-khu-dong-bo-ngay-hoc-vien-c-bo-b-chdv-4x10m-5-tg-5pn-hdt-30tr-th-pr44243563,40 m²,,,"8,5 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,5 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-48-1-phuong-hiep-binh-chanh/chu-can-tien-ban-gap-1-tret-lau-120-m2-ngang-6-hem-xe-hoi-48-thu-duc-pr44236820,120 m²,,,"8,2 tỷ",6 m,Không nội thất.,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,1 tầng,5 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-d3-phuong-phuoc-long-b-prj-kdc-kien-a/re-nht-khu-vuc-chi-78tr-m2-bn-lo-mt-tien-kinh-donh-dt-320-16x20-pr44284174,320 m²,,,25 tỷ,16 m,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-man-dat-phuong-19/ban-moi-ngay-thi-nghe-canh-bo-ke-truong-sa-khu-dan-tri-lau-doi-chi-7-49-ty-pr44336421,"43,5 m²",,,"7,49 tỷ",,,Sổ hồng riêng,4 phòng,,3 tầng,4 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-659-phuong-phuoc-long-b-prj-kdc-phu-nhuan-phuoc-long-b/an-lo-dep-mat-tien-truc-chinh-659-25m-q9-hcm-pr41500105,270 m²,,Tây - Nam,110 triệu/m²,15 m,,Sổ đỏ/ Sổ hồng.,,,,25 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-thuy-tram-phuong-13-7/ban-5-tang-lam-chdv-khai-thac-40-trieu-th-binh-loi-p13-binh-thanh-chi-10-ty-tl-pr44311085,"50,3 m²",,,10 tỷ,5 m,,Sổ hồng,7 phòng,7 phòng,5 tầng,6 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-luong-1-phuong-10-8-prj-cityland-park-hills/ban-mt-go-vap-gia-tot-so-rieng-kinh-doanh-thuan-tien-pr44276052,100 m²,Bắc,,"27,8 tỷ",,,Sổ đỏ/ Sổ hồng,,,5 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-diamond-centery/duy-nhat-40-mua-gia-f0-truc-tiep-cdt-gamuda-land-cap-nhat-ngay-13-10-2025-pr44269197,"86,6 m²",,,"6,9 tỷ",,Cơ bản,Đang chờ sổ,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-thanh-xuan-22-phuong-thanh-xuan/chinh-chu-ban-san-vuon-sieu-dep-quan-12-pr44108013,500 m²,,,25 tỷ,25 m,Tiện nghi hiện đại,Chính chủ rõ ràng,5 phòng,5 phòng,3 tầng,10 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-vinhomes-grand-park/update-gio-hang-pho-sieu-tot-thi-truong-t10-2025-pr44262940,160 m²,Bắc,,24 tỷ,8 m,,Hợp đồng mua bán,,,,13 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-7-phuong-an-phu-1/chinh-chu-b-gap-vip-khu-150m2-mat-tien-lon-kinh-doh-cuc-tot-gia-chi-51-8-ty-pr44262395,150 m²,,Đông - Nam,"51,8 tỷ","7,5 m",Đầy đủ,Sổ đỏ/ Sổ hồng,6 phòng,5 phòng,3 tầng,20 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ha-huy-tap-phuong-tan-phong-9-prj-the-sculptura/mo-ban-gia-tot-tai-phu-my-hung-chiet-khau-hap-dan-cap-nhat-thang-10-pr44176440,242 m²,,,Thỏa thuận,,Cơ bản,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-phan-ton-phuong-da-kao/gia-dinh-xuat-ngoai-ban-chinh-chu-pr40704897,"55,3 m²",Tây - Bắc,Tây - Bắc,"16,5 tỷ",,,Sổ đỏ/ Sổ hồng.,3 phòng,2 phòng,2 tầng,6 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-3-2-2-phuong-12-5-prj-hado-centrosa-garden/gio-hang-hon-100-tai-ha-do-nhieu-doc-quyen-gia-tot-nhat-1pn-6-4-ty-2pn-9-7-ty-3pn-12-5-ty-pr44140063,87 m²,,,"9,3 tỷ",,,Sổ hồng lâu dài.,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/cap-nhat-gio-hang-gia-tot-nhat-thi-gd1-1pn-2pn-5-2-ty-3pn-6-5-ty-tt-5-ky-hdmb-pr44167681,80 m²,,,"5,2 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-lumiere-midtown/kml-doc-quyen-2pn-view-tttm-11-447-ty-van-nhan-duoc-ck3-ky-truc-tiep-cdt-pr44242823,"76,1 m²",,,"11,45 tỷ",,,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-hiep-binh-phuoc-prj-thu-duc-garden-homes/sieu-pham-san-vuon-dau-tu-hoac-o-lh-ngay-chinh-chu-gia-cuc-tot-pr44253719,235 m²,,,35 tỷ,,,,3 phòng,3 phòng,1 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-sunrise-riverside/book-cho-uu-tien-100-offitel-35m2-54m2-gia-tu-2-2ty-2-9ty-bank-cho-vay-70-pr43871457,54 m²,,Đông,"3,2 tỷ",,Cơ bản,Đang chờ sổ,2 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-20-5-phuong-thanh-my-loi/chinh-chu-ban-quan-2-so-hong-gia-chi-4-2-ty-tl-pr44242910,"71,5 m²",,,"4,2 tỷ",5 m,Cơ bản,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,2 tầng,"3,5 m"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-prj-the-prive/-dac-quyen-danh-cho-quy-khach-hang-yeu-thich-su-rieng-tu-giua-long-thanh-pho-pr42895383,71 m²,,Đông - Bắc,Thỏa thuận,,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-prj-the-prive/ban-hang-sang-trung-tam-quan-2-sai-gon-gia-tu-120tr-m-lien-he-pr44220403,80 m²,,,10 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-van-linh-phuong-tan-phong-9-prj-khu-nha-o-va-nghi-ngoi-giai-tri-tan-phong/b-ngi-t-vi-vg-t-hung-pr44058930,100 m²,,Tây - Bắc,130 triệu/m²,,,Sổ đỏ/ Sổ hồng,,,,16 m
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-thi-dong-thi-tran-nha-be/-pho-hien-dai-moi-hoan-en-7m-tt-full-noi-that-cao-cap-pr43894392,50 m²,,,"7,65 tỷ","5,3 m","- Tặng full nội thất giường tủ, sofa, bàn ăn, máy lạnh, tủ lạnh, tivi.",Sổ hồng riêng.,5 phòng,5 phòng,3 tầng,7 m
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-pho-hien-dai-tre-trung-nt-cao-cap-lo-nhi-htp-cach-mt-30m-pr44315816,"47,3 m²",,Bắc,"4,85 tỷ",,"Tặng full nội thất như sofa, bàn trà, kệ tivi, bàn ăn, máy lạnh, giường nệm, tủ quần áo, tab đầu giường, bàn trang điểm.. Vvv.",Sổ đỏ/ Sổ hồng.,3 phòng,3 phòng,2 tầng,3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-co-thach-phuong-thu-thiem-prj-thu-thiem-zeit-river/dau-tu-an-toan-voi-goc-2pn-view-3-mat-tai-nha-moi-gia-hop-ly-pr43194597,125 m²,Tây - Bắc,,26 tỷ,,Cơ bản,Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-1a-3-xa-an-phu-tay-prj-khu-dinh-cu-an-phu-tay/b-gap-pho-100m2-kdc-binh-chh-pr44263307,100 m²,,Tây - Bắc,"3,99 tỷ",5 m,,Sổ đỏ/ Sổ hồng.,,,,12 m
https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-7-9/ban-tai-hem-xe-hoi-quay-dau-70m2-gia-9-4ty-tl-pr44331400,70 m²,,,"9,4 tỷ",,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tao-xa-long-thoi/-tho-cu-mt-18m-kdc-thoi-pr42565872,178 m²,,,"4,99 tỷ",6 m,,Sổ đỏ/ Sổ hồng.,,,,18 m
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chi-thanh-phuong-3-17/giam-500-trieu-1-tret-2-lau-quan-10-o-to-vao-tan-gia-3-38-ty-pr44272113,"17,3 m²",,,"3,38 tỷ",,,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-26/ban-tam-vu-p26-binh-thanh-4-05x18m-5-tang-6-phong-cho-thue-35-trieu-th-pr43315144,"66,8 m²",,,"11,8 tỷ",,,Sổ hồng,6 phòng,6 phòng,5 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-chu-van-an-phuong-12-7/hxh-khu-dong-bo-ngay-hoc-vien-c-bo-b-chdv-4x10m-5-tg-5pn-hdt-30tr-th-pr44243563,40 m²,,,"8,5 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,5 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-48-1-phuong-hiep-binh-chanh/chu-can-tien-ban-gap-1-tret-lau-120-m2-ngang-6-hem-xe-hoi-48-thu-duc-pr44236820,120 m²,,,"8,2 tỷ",6 m,Không nội thất.,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,1 tầng,5 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-d3-phuong-phuoc-long-b-prj-kdc-kien-a/re-nht-khu-vuc-chi-78tr-m2-bn-lo-mt-tien-kinh-donh-dt-320-16x20-pr44284174,320 m²,,,25 tỷ,16 m,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-man-dat-phuong-19/ban-moi-ngay-thi-nghe-canh-bo-ke-truong-sa-khu-dan-tri-lau-doi-chi-7-49-ty-pr44336421,"43,5 m²",,,"7,49 tỷ",,,Sổ hồng riêng,4 phòng,,3 tầng,4 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-659-phuong-phuoc-long-b-prj-kdc-phu-nhuan-phuoc-long-b/an-lo-dep-mat-tien-truc-chinh-659-25m-q9-hcm-pr41500105,270 m²,,Tây - Nam,110 triệu/m²,15 m,,Sổ đỏ/ Sổ hồng.,,,,25 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-thuy-tram-phuong-13-7/ban-5-tang-lam-chdv-khai-thac-40-trieu-th-binh-loi-p13-binh-thanh-chi-10-ty-tl-pr44311085,"50,3 m²",,,10 tỷ,5 m,,Sổ hồng,7 phòng,7 phòng,5 tầng,6 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-suu-phuong-13-10/ban-2-tien-lo-goc-cai-tao-dong-tien-80-90tr-thang-ngay-tai-tan-binh-pr43082998,76 m²,,Tây - Nam,"13,6 tỷ","11,5 m",Cơ bản,Sổ đỏ/ Sổ hồng,8 phòng,7 phòng,5 tầng,8 m
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-chieu-phuong-9-11/ban-shr-dien-tich-60m-4-35-14-hem-o-to-tan-1-xec-thong-gan-cho-thach-da-pr44237618,61 m²,,Tây - Nam,"6,6 tỷ","4,35 m",Cơ bản,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,2 tầng,6 m
https://batdongsan.com.vn/ban-dat-duong-so-970-phuong-phu-huu-2/ban-lo-goc-2mt-15m-va-9m-cach-nguyen-duy-trinh-100m-thu-duc-pr44235884,430 m²,,,42 tỷ,26 m,,Sổ đỏ/ Sổ hồng,,,,20 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-8-phuong-linh-xuan/chinh-chu-ban-gap-2-tien-thu-duc-pr44338163,133 m²,,,"19,8 tỷ",,,Sổ đỏ/ Sổ hồng,5 phòng,6 phòng,3 tầng,15 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-the-sun-avenue/ban-3pn-96-12m-gia-9ty-view-quan-1-goc-view-trieu-do-pr44337940,"96,12 m²",,,9 tỷ,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-vuon-chuoi-phuong-4-12/dinh-cu-nuoc-ngoai-ban-gap-tai-quan-3-tp-hcm-gia-2ty990-56-28-m2-pr44258137,"56,28 m²",,,"2,99 tỷ","4,2 m",,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,2 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phu-thuan-phuong-tan-phu-19-prj-sunshine-sky-city/ket-von-ban-gap-ban-lo-700tr-2pn-70m-gia-2-65ty-bao-cn-lh-0938542-pr37322947,78 m²,Tây,Đông,"5,5 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-sunwah-pearl/dung-voi-mua-sunwahpearl-neu-anh-chi-chua-tham-khao-gio-hang-1pn-2pn-3pn-gia-tot-nhat-9-2025-tu-pkd-pr43915963,105 m²,Đông - Bắc,,"13,8 tỷ",,Full,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/gia-ban-thanh-toan-du-an-can-gio-bao-nhieu-khi-nao-mo-ban-dot-1-pr44270110,"112,5 m²",Đông - Nam,Đông - Nam,Thỏa thuận,17 m,Cơ bản,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,5 tầng,17 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/-ban-3pn-view-song-gia-nhanh-chi-29-8ty-all-in-tuong-duong-235tr-m2-pr44295286,"126,4 m²",,,"29,8 tỷ",,,Sổ hồng (sử dụng chung).,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-sy-phuong-14-1/sieu-pham-biet-thu-mini-goc-2-mat-tien-3-lau-xay-moi-100-hem-dep-khu-cao-cap-quan-3-pr44202290,45 m²,Đông - Nam,Đông - Nam,"8,6 tỷ",6 m,Đầy đủ,Sổ đỏ/ Sổ hồng.,4 phòng,4 phòng,4 tầng,4 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/-nam-long-group-tang-den-600tr-uu-dai-vay-lai-suat-chi-2-nam-pkd-pr39332198,61 m²,,,"3,9 tỷ",,Cơ bản,Đang chờ sổ,2 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lo-lu-phuong-truong-thanh-prj-sim-city/nhanh-tay-sieu-pham-san-vuon-so-4-quan-9-tp-duc-ho-chi-minh-pr39580353,450 m²,Đông - Nam,Đông - Nam,32 tỷ,6 m,Đầy đủ,Hợp đồng mua bán.,6 phòng,6 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-bac-1-phuong-3-22/sat-gia-ha-sat-san-tan-binh-dang-rao-ban-2-lau-btct-dang-thue-12-6tr-th-pr44251097,"49,88 m²",,,Thỏa thuận,"4,3 m",Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,2 tầng,5 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-luu-phuong-long-truong-prj-chung-cu-mt-eastmark-city/nhan-booking-thap-d-dep-nhat-xin-nhat-du-an-63m2-65m2-ngay-vd3-pr44335525,65 m²,Nam,Nam,"3,2 tỷ",,Cơ bản,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-sunwah-pearl/gio-hang-chuyen-nhuong-100-1pn-2pn-3pn-gia-sieu-uu-dai-tline-pkd-pr44016221,105 m²,,,"14,4 tỷ",,,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-diamond-alnata-plus-celadon-city/cuc-hiem-ban-sky-linked-villa-4pn-1-3wc-242-6m2-gia-17ty6-xe-i-chay-len-tan-nha-pr44335454,"242,6 m²",Nam,Bắc,"17,6 tỷ/m²",,Cơ bản,Đang chờ sổ,4 phòng,3 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-van-cong-phuong-thanh-my-loi-prj-victoria-village/bang-gia-03-2025-c-thue-the-sun-avenue-cap-nhat-moi-nhat-pr42397095,52 m²,,,4 tỷ,,,,1 phòng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hong-bang-phuong-6-9-prj-d-homme/doc-quyen-5ty2-102-2pn-cam-ket-dung-gia-100-tang-dep-view-dong-nam-pr44335343,70 m²,Đông - Nam,Tây,"5,2 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/cap-nhat-gio-hang-chuyen-nhuong-moi-nhat-du-an-quan-9-thanh-pho-duc-pr35591737,75 m²,,,"13,9 tỷ",7 m,,,,,4 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-7-9/ban-tai-hem-xe-hoi-quay-dau-70m2-gia-9-4ty-tl-pr44331400,70 m²,,,"9,4 tỷ",,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tao-xa-long-thoi/-tho-cu-mt-18m-kdc-thoi-pr42565872,178 m²,,,"4,99 tỷ",6 m,,Sổ đỏ/ Sổ hồng.,,,,18 m
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chi-thanh-phuong-3-17/giam-500-trieu-1-tret-2-lau-quan-10-o-to-vao-tan-gia-3-38-ty-pr44272113,"17,3 m²",,,"3,38 tỷ",,,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-26/ban-tam-vu-p26-binh-thanh-4-05x18m-5-tang-6-phong-cho-thue-35-trieu-th-pr43315144,"66,8 m²",,,"11,8 tỷ",,,Sổ hồng,6 phòng,6 phòng,5 tầng,
